reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,processed_text
A28C006A2WBSUT,B00ENOAYVY,Gwendolyn McIver,"[0, 0]","This was the case I reviewed earlier.  Got them mixed up.  The case, and screen protectors  makes it an excellent buy for the price.  It can hold money and id.  My daughter did not like the color.  I sold it to another who raves about being able to make it stand to watch videos. Get this duo.",4,My daughter's pleasure,1391817600,"02 8, 2014",
A61FS7L32ZCWC,B009RVOZ72,DBD Gadget,"[0, 0]","I bought this product and it was what they said it would be,Just durable and it works on my 3gs,4,4s, with no errors it charges iphones Great also,And it has a great price,I would recommend any one to buy this cable and most of all you can find your charging port in the Dark.Thanks to amazon for promoting this product.",5,Great Led USB Data Cable for Iphones,1356652800,"12 28, 2012",
A1BE5HDCYFLD9E,B00EISLW7K,Sharnisha Brazzell,"[1, 2]",I love the color scheme and I love how it resembles an otterbox commuter case with the hard shell on the outside and the silicone inside to resist impact. I would recommend this case to anymore. Amazing buy.,5,Amazing Case,1386115200,"12 4, 2013","{'user_prompt': 'I love the color scheme and I love how it resembles an otterbox commuter case with the hard shell on the outside and the silicone inside to resist impact. I would recommend this case to anymore. Amazing buy.', 'interpreted_input': ' I love the color scheme and I love how it resembles an otterbox commuter case with the hard shell on the outside and the silicone inside to resist impact. I would recommend this case to anymore. Amazing buy..', 'aspects': ['color scheme', 'otterbox commuter case', 'hard shell', 'silicone', 'impact', 'recommend this case'], 'opinions': ['love', 'love', 'love', 'love', 'love', 'recommend'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['love color scheme', 'love otterbox commuter case', 'love hard shell', 'love silicone', 'love impact', 'recommend recommend this case']}"
A11J1FHCK5U06J,B00K09ZWI6,Karinna Ball,"[3, 4]","Fits perfectly -- and is easy to install too!  You have to love the boost of confidence, knowing that your phone is protected!  Waterproof to 6.6 feet!  Make sure to take your time and install it right -- there is a video I found to be helpful, just search for Armour Shell Installation.",5,I love this protective cover!,1400716800,"05 22, 2014","{'user_prompt': 'Fits perfectly -- and is easy to install too!  You have to love the boost of confidence, knowing that your phone is protected!  Waterproof to 6.6 feet!  Make sure to take your time and install it right -- there is a video I found to be helpful, just search for Armour Shell Installation.', 'interpreted_input': ' Fits perfectly -- and is easy to install too!  You have to love the boost of confidence, knowing that your phone is protected!  Waterproof to 6.6 feet!  Make sure to take your time and install it right -- there is a video I found to be helpful, just search for Armour Shell Installation..', 'aspects': ['fits perfectly', 'boost of confidence', 'waterproof to 6.6 feet', 'installation'], 'opinions': ['perfect', 'great', 'great', 'helpful'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['perfect fits perfectly', 'great boost of confidence', 'great waterproof to 6.6 feet', 'helpful installation']}"
A3FF6CWXBMKJHF,B000SMXLYC,S.Hody,"[0, 0]","Whether you buy the ear-jack plugs or use the loop on whatever you're using this strap for, it's def a good use to make charms to fit on your phone!",5,Great for charms,1370304000,"06 4, 2013","{'user_prompt': ""Whether you buy the ear-jack plugs or use the loop on whatever you're using this strap for, it's def a good use to make charms to fit on your phone!"", 'interpreted_input': "" Whether you buy the ear-jack plugs or use the loop on whatever you're using this strap for, it's def a good use to make charms to fit on your phone!."", 'aspects': ['ear-jack plugs', 'loop', 'charms', 'phone'], 'opinions': ['good use', 'good use', 'good use', 'good use'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['good use ear-jack plugs', 'good use loop', 'good use charms', 'good use phone']}"
A3HOS1YOFFSUJ4,B000S5Q9CA,mass towing llc,"[0, 0]",Had no issues loved this charger worked great and lasted a beating I gave it and charged my phone quicker then regular chargers,5,Love it,1353888000,"11 26, 2012","{'user_prompt': 'Had no issues loved this charger worked great and lasted a beating I gave it and charged my phone quicker then regular chargers', 'interpreted_input': ' Had no issues loved this charger worked great and lasted a beating I gave it and charged my phone quicker then regular chargers.', 'aspects': ['charger', 'charging my phone', 'lasted a beating'], 'opinions': ['loved this charger', 'worked great', 'lasted a beating'], 'sentiments': ['Positive', 'Positive', 'Negative'], 'phrases': ['loved this charger charger', 'worked great charging my phone', 'lasted a beating lasted a beating']}"
A2VLK6XOHPVIXY,B00AWIPITS,Jim,"[0, 0]","The sound is very good better than a lot of higher priced headphones, they pair up with your phone really easy I've used these for my Galaxy s3 and now my Galaxy s4,when these ever wear out I'm getting another pair!!! Try them you'll like them",5,great,1388448000,"12 31, 2013","{'user_prompt': ""The sound is very good better than a lot of higher priced headphones, they pair up with your phone really easy I've used these for my Galaxy s3 and now my Galaxy s4,when these ever wear out I'm getting another pair!!! Try them you'll like them"", 'interpreted_input': "" The sound is very good better than a lot of higher priced headphones, they pair up with your phone really easy I've used these for my Galaxy s3 and now my Galaxy s4,when these ever wear out I'm getting another pair!!! Try them you'll like them."", 'aspects': ['sound', 'pair up with your phone', 'when these ever wear out'], 'opinions': ['good', 'easy', 'another pair'], 'sentiments': ['Positive', 'Positive', 'Positive'], 'phrases': ['good sound', 'easy pair up with your phone', 'another pair when these ever wear out']}"
A8LSCFM6MPFXA,B008MLUTPK,Derrick hampton,"[0, 0]",This is a great dock its sturdy and very well designed. It has a insert that makes the phone fit snugly into the dock without a case on it. i wish that you could switch the mounted charger cord around freely.,5,GREAT PRODUCT,1349308800,"10 4, 2012","{'user_prompt': 'This is a great dock its sturdy and very well designed. It has a insert that makes the phone fit snugly into the dock without a case on it. i wish that you could switch the mounted charger cord around freely.', 'interpreted_input': ' This is a great dock its sturdy and very well designed. It has a insert that makes the phone fit snugly into the dock without a case on it. i wish that you could switch the mounted charger cord around freely..', 'aspects': ['dock', 'inserted', 'mounted charger cord', 'switched'], 'opinions': ['great', 'sturdy', 'well designed', 'freely'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Negative'], 'phrases': ['great dock', 'sturdy inserted', 'well designed mounted charger cord', 'freely switched']}"
APTDRITW23DQF,B00BT8L2MW,terry,"[0, 0]","Works perfectly, no flaws whatsoever, will definitely recommend for anybody with an iPhone 5. BUY IT, BUY IT RIGHT NOW!",5,Love It,1392422400,"02 15, 2014","{'user_prompt': 'Works perfectly, no flaws whatsoever, will definitely recommend for anybody with an iPhone 5. BUY IT, BUY IT RIGHT NOW!', 'interpreted_input': ' Works perfectly, no flaws whatsoever, will definitely recommend for anybody with an iPhone 5. BUY IT, BUY IT RIGHT NOW!.', 'aspects': ['works perfectly', 'no flaws whatsoever', 'will definitely recommend for'], 'opinions': ['BUY IT', 'BUY IT RIGHT NOW'], 'sentiments': [], 'phrases': ['BUY IT works perfectly', 'BUY IT RIGHT NOW no flaws whatsoever']}"
AMC08VENZPGHT,B008TWM6HG,Mrs.Newkirk,"[0, 0]",This Is By Far The CUTEST Cases iEver Bought !! iLove It Sooooo Much !! iWas Worried The Ears Would Break Off Butt NOPE ! They Ain't Going Nowhere .. Extremely Pleased !!,5,IN LOVE !,1365552000,"04 10, 2013","{'user_prompt': ""This Is By Far The CUTEST Cases iEver Bought !! iLove It Sooooo Much !! iWas Worried The Ears Would Break Off Butt NOPE ! They Ain't Going Nowhere .. Extremely Pleased !!"", 'interpreted_input': "" This Is By Far The CUTEST Cases iEver Bought !! iLove It Sooooo Much !! iWas Worried The Ears Would Break Off Butt NOPE ! They Ain't Going Nowhere .. Extremely Pleased !!."", 'aspects': ['cases', 'ears', 'iWas Worried The Ears Would Break Off Butt'], 'opinions': ['cutest', 'pleased', 'extremely'], 'sentiments': ['Positive', 'Positive', 'Positive'], 'phrases': ['cutest cases', 'pleased ears', 'extremely iWas Worried The Ears Would Break Off Butt']}"
ANXYR6Y9UMTK3,B009CE526W,"Juan Bejar ""Bejar""","[0, 0]","not the best, but works okay for a while. I would recommend paying a few more dollars to buy a better screen protector.",3,mehh,1384905600,"11 20, 2013","{'user_prompt': 'not the best, but works okay for a while. I would recommend paying a few more dollars to buy a better screen protector.', 'interpreted_input': ' not the best, but works okay for a while. I would recommend paying a few more dollars to buy a better screen protector..', 'aspects': ['screen protector', 'better screen protector'], 'opinions': ['not the best', 'works okay for a while', 'recommend paying a few more dollars'], 'sentiments': ['Neutral', 'Positive', 'Positive'], 'phrases': ['not the best screen protector', 'works okay for a while better screen protector']}"
A2FU5LRHY17OY2,B00JQKCVV6,CanHave,"[0, 0]",Very Stylish case for man or woman. All the cutout's are perfectly aligned and is a very sturdy case without being cumbersome!,5,Fun and Lively,1402358400,"06 10, 2014","{'user_prompt': ""Very Stylish case for man or woman. All the cutout's are perfectly aligned and is a very sturdy case without being cumbersome!"", 'interpreted_input': "" Very Stylish case for man or woman. All the cutout's are perfectly aligned and is a very sturdy case without being cumbersome!."", 'aspects': ['case', ""cutout's"", 'case', 'sturdy', 'case', ""cutout's"", 'sturdy'], 'opinions': ['stylish', 'perfectly aligned', 'sturdy', 'without being cumbersome', 'sturdy', 'perfectly aligned', 'without being cumbersome'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['stylish case', ""perfectly aligned cutout's"", 'sturdy case', 'without being cumbersome sturdy', 'sturdy case', ""perfectly aligned cutout's"", 'without being cumbersome sturdy']}"
A1DGB6HY5C7LXU,B00HDX3UWW,Brianna Greene,"[0, 0]","I love this USB cord for my iPhone. I always misplace these, so it's nice to have a few on hand. They are so handy to have around at home and for travel- we have so many phones and laptops that need charging. Works great- stays in the charger and powers up our devices efficiently and fully. Thanks YourTech for yet another great product!",5,Great USB Cable for my iPhone,1403654400,"06 25, 2014","{'user_prompt': ""I love this USB cord for my iPhone. I always misplace these, so it's nice to have a few on hand. They are so handy to have around at home and for travel- we have so many phones and laptops that need charging. Works great- stays in the charger and powers up our devices efficiently and fully. Thanks YourTech for yet another great product!"", 'interpreted_input': "" I love this USB cord for my iPhone. I always misplace these, so it's nice to have a few on hand. They are so handy to have around at home and for travel- we have so many phones and laptops that need charging. Works great- stays in the charger and powers up our devices efficiently and fully. Thanks YourTech for yet another great product!."", 'aspects': ['USB cord', 'charging', 'devices', 'product'], 'opinions': ['love', 'always misplace', 'efficient', 'great'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['love USB cord', 'always misplace charging', 'efficient devices', 'great product']}"
A3094EPI56GKZ6,B007FIJ5WO,"Kristen E. Bogren ""Kristen Bogren""","[0, 0]","Bought for my T-Mobile Galaxy I - Works great, no bubbles- Very happy with these protective covers! Great cost compared to what you could buy elsewhere or at dealer",5,Easy to use great protectors! T-Mobile Galaxy Note I,1352160000,"11 6, 2012","{'user_prompt': 'Bought for my T-Mobile Galaxy I - Works great, no bubbles- Very happy with these protective covers! Great cost compared to what you could buy elsewhere or at dealer', 'interpreted_input': ' Bought for my T-Mobile Galaxy I - Works great, no bubbles- Very happy with these protective covers! Great cost compared to what you could buy elsewhere or at dealer.', 'aspects': ['protective covers', 'cost', 'what you could buy'], 'opinions': ['great', 'no bubbles', 'great cost compared to what you could buy elsewhere or at dealer'], 'sentiments': ['Positive', 'Positive', 'Positive'], 'phrases': ['great protective covers', 'no bubbles cost', 'great cost compared to what you could buy elsewhere or at dealer what you could buy']}"
A30H5RZ10QOU97,B008AST7R6,bruce,"[1, 1]",This item fit great and was just what I was looking fot. Gives me the peace of mind I was looking for,5,Just what I needed,1367193600,"04 29, 2013","{'user_prompt': 'This item fit great and was just what I was looking fot. Gives me the peace of mind I was looking for', 'interpreted_input': ' This item fit great and was just what I was looking fot. Gives me the peace of mind I was looking for.', 'aspects': ['item', 'peace of mind'], 'opinions': ['fit great', 'looking for'], 'sentiments': ['Positive', 'Positive'], 'phrases': ['fit great item', 'looking for peace of mind']}"
A3EF2L5FYAR2E,B0092QSQEK,Tam,"[0, 0]",Great deal great quality. and extreamly protective for your iPhone!! For the price this is one of the best ones you can have,5,Geat deal!!,1359244800,"01 27, 2013","{'user_prompt': 'Great deal great quality. and extreamly protective for your iPhone!! For the price this is one of the best ones you can have', 'interpreted_input': ' Great deal great quality. and extreamly protective for your iPhone!! For the price this is one of the best ones you can have.', 'aspects': ['great deal', 'great quality', 'extreamly protective', 'price', 'one of the best ones'], 'opinions': ['great', 'great', 'extreamly protective', 'good', 'one of the best ones'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['great great deal', 'great great quality', 'extreamly protective extreamly protective', 'good price', 'one of the best ones one of the best ones']}"
A10UHQH1YL5Q6B,B00687N0GK,MONTYHADES,"[0, 0]","she was very happy with this mount holder, and she is still happy, and still on her van, very easy to install, and don't scratch at all.",5,present for me mom.,1370649600,"06 8, 2013","{'user_prompt': ""she was very happy with this mount holder, and she is still happy, and still on her van, very easy to install, and don't scratch at all."", 'interpreted_input': "" she was very happy with this mount holder, and she is still happy, and still on her van, very easy to install, and don't scratch at all.."", 'aspects': ['mount holder', 'happy', 'easy to install', ""don't scratch at all""], 'opinions': ['happy', 'happy', 'easy to install', ""don't scratch at all""], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['happy mount holder', 'happy happy', 'easy to install easy to install', ""don't scratch at all don't scratch at all""]}"
A2WGA02PZ238W6,B007IWJGZ8,Alissa Spearman,"[1, 2]","I bought this for my bf in the navy and he loved it. Only problem was he can't plug his headphones into it. So if this is supposed to protect his phone, how can it if he has to take it off to listen to music?",3,Good,1367107200,"04 28, 2013","{'user_prompt': ""I bought this for my bf in the navy and he loved it. Only problem was he can't plug his headphones into it. So if this is supposed to protect his phone, how can it if he has to take it off to listen to music?"", 'interpreted_input': "" I bought this for my bf in the navy and he loved it. Only problem was he can't plug his headphones into it. So if this is supposed to protect his phone, how can it if he has to take it off to listen to music?."", 'aspects': ['bf in the navy', 'headphones'], 'opinions': ['loved it', ""can't plug his headphones into it""], 'sentiments': ['Positive', 'Negative'], 'phrases': ['loved it bf in the navy', ""can't plug his headphones into it headphones""]}"
A3Q9V0CHGU7O0C,B000T4EPA8,Maggi,"[0, 0]",I got this for my father who always forgets his wallet but not his phone. But it seems like he will keep forgetting his wallet. This case only holds his phone. if you close it it close but seems like it wont close for long. because its about to bust. but it seems to be holding. oh and if you have a case cover on your phone it will get stuck inside of here.,3,somewhat holds phone,1363564800,"03 18, 2013","{'user_prompt': 'I got this for my father who always forgets his wallet but not his phone. But it seems like he will keep forgetting his wallet. This case only holds his phone. if you close it it close but seems like it wont close for long. because its about to bust. but it seems to be holding. oh and if you have a case cover on your phone it will get stuck inside of here.', 'interpreted_input': ' I got this for my father who always forgets his wallet but not his phone. But it seems like he will keep forgetting his wallet. This case only holds his phone. if you close it it close but seems like it wont close for long. because its about to bust. but it seems to be holding. oh and if you have a case cover on your phone it will get stuck inside of here..', 'aspects': ['wallet', 'phone', 'case cover', 'case'], 'opinions': ['forgets', 'forgets', 'stuck', 'holding'], 'sentiments': ['Negative', 'Negative', 'Negative', 'Positive'], 'phrases': ['forgets wallet', 'forgets phone', 'stuck case cover', 'holding case']}"
A322P08DWO7GD0,B00B4NZYJO,AKR,"[0, 0]","This peacock phone case is FABULOUS! It looks amazing and everyone complements me on it. As much as it looks like the bling will fall off it won't. It is super sturdy and dependable! And it is SOOO beautiful to look at, I LOVE IT!",5,OH MY GOODNESS!,1364256000,"03 26, 2013","{'user_prompt': ""This peacock phone case is FABULOUS! It looks amazing and everyone complements me on it. As much as it looks like the bling will fall off it won't. It is super sturdy and dependable! And it is SOOO beautiful to look at, I LOVE IT!"", 'interpreted_input': "" This peacock phone case is FABULOUS! It looks amazing and everyone complements me on it. As much as it looks like the bling will fall off it won't. It is super sturdy and dependable! And it is SOOO beautiful to look at, I LOVE IT!."", 'aspects': ['peacock phone case', 'bling', 'sturdy', 'dependable', 'beautiful to look at', 'LOVE IT'], 'opinions': ['FABULOUS', 'amazing', 'super sturdy', 'dependable', 'beautiful', 'LOVE IT'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['FABULOUS peacock phone case', 'amazing bling', 'super sturdy sturdy', 'dependable dependable', 'beautiful beautiful to look at', 'LOVE IT LOVE IT']}"
A2TZFQGNB0UA76,B006W5AW82,Margoricke Hidalgo,"[0, 0]",i love my hello kitty phone case..it actually came darker than the picture shows off but neverless it still looks prettty,5,i love it,1360540800,"02 11, 2013","{'user_prompt': 'i love my hello kitty phone case..it actually came darker than the picture shows off but neverless it still looks prettty', 'interpreted_input': ' i love my hello kitty phone case..it actually came darker than the picture shows off but neverless it still looks prettty.', 'aspects': ['hello kitty phone case', 'picture shows off', 'prettty'], 'opinions': ['love', 'came darker', 'looks prettty'], 'sentiments': ['Positive', 'Neutral', 'Positive'], 'phrases': ['love hello kitty phone case', 'came darker picture shows off', 'looks prettty prettty']}"
AB1ZV60WX05M6,B004ZNG84K,"1coss+3nails=4gvn ""1cross+3nails=4gvn""","[0, 0]","i believe it works well it just won't stay stuck, that may be because we parked in direct sunlight, and it very simply",3,bluetooth,1375488000,"08 3, 2013","{'user_prompt': ""i believe it works well it just won't stay stuck, that may be because we parked in direct sunlight, and it very simply"", 'interpreted_input': "" i believe it works well it just won't stay stuck, that may be because we parked in direct sunlight, and it very simply."", 'aspects': ['it works well', ""it won't stay stuck"", 'direct sunlight', 'parking'], 'opinions': ['believe it', ""won't stay stuck"", 'direct sunlight', 'parked'], 'sentiments': ['Positive', 'Negative', 'Neutral', 'Neutral'], 'phrases': ['believe it it works well', ""won't stay stuck it won't stay stuck"", 'direct sunlight direct sunlight', 'parked parking']}"
A14MJWI09JEK1A,B003VLY4H0,Mac_nasty,"[0, 0]","This is a great bumper despite being so cheap. Great colors and product. Can't really think of anything else to put in these 20 descriptive words except, buy it!",5,Great product.,1344816000,"08 13, 2012","{'user_prompt': ""This is a great bumper despite being so cheap. Great colors and product. Can't really think of anything else to put in these 20 descriptive words except, buy it!"", 'interpreted_input': "" This is a great bumper despite being so cheap. Great colors and product. Can't really think of anything else to put in these 20 descriptive words except, buy it!."", 'aspects': ['bumper', 'colors', 'product', 'buy it'], 'opinions': ['great', 'great', 'great', 'great'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['great bumper', 'great colors', 'great product', 'great buy it']}"
ABDDX2PV61RMX,B0084JCK84,MS.J,"[0, 0]",I brought it for a friend.Matches picture to the T.Great price.Excellent delivery time.My friend says it fits perfectly. The stones have not fallen off yet because she doesn't ALWAYS use it.,5,Pink Peacocok iphone cover,1371427200,"06 17, 2013","{'user_prompt': ""I brought it for a friend.Matches picture to the T.Great price.Excellent delivery time.My friend says it fits perfectly. The stones have not fallen off yet because she doesn't ALWAYS use it."", 'interpreted_input': "" I brought it for a friend.Matches picture to the T.Great price.Excellent delivery time.My friend says it fits perfectly. The stones have not fallen off yet because she doesn't ALWAYS use it.."", 'aspects': ['friend', 'price', 'delivery time', 'stones', 'friend'], 'opinions': ['great', 'excellent', 'excellent', 'not fallen off', 'uses it'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['great friend', 'excellent price', 'excellent delivery time', 'not fallen off stones', 'uses it friend']}"
A3F7F7QKQP2FKT,B007R28B50,Beanie,"[0, 0]","I purchased these after my family had taken all of mine. This is one of the best stylus out there. Very well made, perfect size ( a little smaller than a ballpoint pen), comfortable in your hand, and holds up well. What more can I say? Everyone who has tried it loves it. I have bought this item several times. Price is great and always arrives quickly. Multiple color and quantity options. You just can not go wrong, and you won't be disappointed  with this item.",5,The best!,1361836800,"02 26, 2013","{'user_prompt': ""I purchased these after my family had taken all of mine. This is one of the best stylus out there. Very well made, perfect size ( a little smaller than a ballpoint pen), comfortable in your hand, and holds up well. What more can I say? Everyone who has tried it loves it. I have bought this item several times. Price is great and always arrives quickly. Multiple color and quantity options. You just can not go wrong, and you won't be disappointed  with this item."", 'interpreted_input': "" I purchased these after my family had taken all of mine. This is one of the best stylus out there. Very well made, perfect size ( a little smaller than a ballpoint pen), comfortable in your hand, and holds up well. What more can I say? Everyone who has tried it loves it. I have bought this item several times. Price is great and always arrives quickly. Multiple color and quantity options. You just can not go wrong, and you won't be disappointed  with this item.."", 'aspects': ['stylus', 'size', 'hand', 'holds up well', 'price', 'quantity options', 'item'], 'opinions': ['best', 'perfect', 'comfortable', 'well', 'great', 'multiple', 'item'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['best stylus', 'perfect size', 'comfortable hand', 'well holds up well', 'great price', 'multiple quantity options', 'item item']}"
A359BUR4XEI0AR,B003UC8TU8,"Carcup8.99 ""Lynn""","[0, 0]",I got this for my husband when he tried to take mine!!!  He really likes it as it is not too thick but fits good in his hand and the phone doesn't slide around in the car.,5,Gift for Husband,1311552000,"07 25, 2011","{'user_prompt': ""I got this for my husband when he tried to take mine!!!  He really likes it as it is not too thick but fits good in his hand and the phone doesn't slide around in the car."", 'interpreted_input': "" I got this for my husband when he tried to take mine!!!  He really likes it as it is not too thick but fits good in his hand and the phone doesn't slide around in the car.."", 'aspects': ['husband', 'phone', 'car'], 'opinions': ['likes it', ""doesn't slide around"", 'car'], 'sentiments': ['Positive', 'Positive', 'Positive'], 'phrases': ['likes it husband', ""doesn't slide around phone"", 'car car']}"
AEJ43K7R8TGRQ,B00400VOJ2,"Gina Gilbert ""G Gilbert""","[0, 0]",The mold isn't correct it looks like a piece is missing on the bottom of one side but my daughter like the print and how the case looks on iPhone,4,Pink and Black leopard case,1356307200,"12 24, 2012","{'user_prompt': ""The mold isn't correct it looks like a piece is missing on the bottom of one side but my daughter like the print and how the case looks on iPhone"", 'interpreted_input': "" The mold isn't correct it looks like a piece is missing on the bottom of one side but my daughter like the print and how the case looks on iPhone."", 'aspects': ['mold', 'bottom of one side', 'print', 'case'], 'opinions': ['incorrect', 'missing', 'like', 'looks on'], 'sentiments': ['Negative', 'Negative', 'Positive', 'Positive'], 'phrases': ['incorrect mold', 'missing bottom of one side', 'like print', 'looks on case']}"
A7Z2J9V37ABCO,B00AYNRLFA,Justin,"[0, 0]","I loved having a dock for my third generation iPod touch, and since the new lightning cabling came out, those old docks would no longer work.Since owning an iPhone 5s, I loved the idea of being able to dock the iPhone to a perfect angle to where if notifications came, I could easily glance from the computer screen to the iPhone and move on or take action.I love the dock and it's design.",5,Perfect dock for an iPhone/iPod touch 5!,1391644800,"02 6, 2014","{'user_prompt': ""I loved having a dock for my third generation iPod touch, and since the new lightning cabling came out, those old docks would no longer work.Since owning an iPhone 5s, I loved the idea of being able to dock the iPhone to a perfect angle to where if notifications came, I could easily glance from the computer screen to the iPhone and move on or take action.I love the dock and it's design."", 'interpreted_input': "" I loved having a dock for my third generation iPod touch, and since the new lightning cabling came out, those old docks would no longer work.Since owning an iPhone 5s, I loved the idea of being able to dock the iPhone to a perfect angle to where if notifications came, I could easily glance from the computer screen to the iPhone and move on or take action.I love the dock and it's design.."", 'aspects': ['dock', 'lightning cabling', 'iPhone', 'notifications', 'design'], 'opinions': ['loved', 'no longer work', 'loved', 'glance', 'love'], 'sentiments': ['Positive', 'Negative', 'Positive', 'Positive', 'Positive'], 'phrases': ['loved dock', 'no longer work lightning cabling', 'loved iPhone', 'glance notifications', 'love design']}"
A11J1FHCK5U06J,B00JKSU64I,Karinna Ball,"[2, 4]",This case fits great and is not bulky or cumbersome - looks great and gives you confidence that your phone is protected -- waterproof to over 6 feet!!  Follow the instructions to make sure that it is installed correctly and is indeed waterproof -- peace of mind is worth every penny!,5,Very streamline and attractive way to protect your investment!,1401321600,"05 29, 2014","{'user_prompt': 'This case fits great and is not bulky or cumbersome - looks great and gives you confidence that your phone is protected -- waterproof to over 6 feet!!  Follow the instructions to make sure that it is installed correctly and is indeed waterproof -- peace of mind is worth every penny!', 'interpreted_input': ' This case fits great and is not bulky or cumbersome - looks great and gives you confidence that your phone is protected -- waterproof to over 6 feet!!  Follow the instructions to make sure that it is installed correctly and is indeed waterproof -- peace of mind is worth every penny!.', 'aspects': ['case', 'not bulky or cumbersome', 'waterproof', 'instructions', 'worth every penny'], 'opinions': ['great', 'looks great', 'over 6 feet', 'correct', 'peace of mind'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['great case', 'looks great not bulky or cumbersome', 'over 6 feet waterproof', 'correct instructions', 'peace of mind worth every penny']}"
AKR1784RF0DSA,B00B11AWUU,Willem,"[0, 0]","Easy to install and fits precise. Have it on several weeks now and you can see it has protected the watch, maily in the corners, it is peeling off a little. Surface is not as smooth as the watch face.",4,Good protection,1395532800,"03 23, 2014","{'user_prompt': 'Easy to install and fits precise. Have it on several weeks now and you can see it has protected the watch, maily in the corners, it is peeling off a little. Surface is not as smooth as the watch face.', 'interpreted_input': ' Easy to install and fits precise. Have it on several weeks now and you can see it has protected the watch, maily in the corners, it is peeling off a little. Surface is not as smooth as the watch face..', 'aspects': ['watch', 'watch face', 'corners', 'surface'], 'opinions': ['easy to install', 'fits precise', 'peeling off a little', 'not as smooth as the watch face'], 'sentiments': ['Positive', 'Positive', 'Negative', 'Negative'], 'phrases': ['easy to install watch', 'fits precise watch face', 'peeling off a little corners', 'not as smooth as the watch face surface']}"
A3PCEB9ND82AGE,B005K7192G,maj71303,"[0, 0]",this external battery pack is a life saver and great thing to keep around for use. manages to amaze me with its capacity and the extra flashlight ability. Has numerous connectors for a lot of phones.,5,wow,1336780800,"05 12, 2012","{'user_prompt': 'this external battery pack is a life saver and great thing to keep around for use. manages to amaze me with its capacity and the extra flashlight ability. Has numerous connectors for a lot of phones.', 'interpreted_input': ' this external battery pack is a life saver and great thing to keep around for use. manages to amaze me with its capacity and the extra flashlight ability. Has numerous connectors for a lot of phones..', 'aspects': ['external battery pack', 'extra flashlight ability', 'numerous connectors for a lot of phones'], 'opinions': ['life saver', 'great thing', 'extra flashlight ability', 'numerous connectors for a lot of phones'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['life saver external battery pack', 'great thing extra flashlight ability', 'extra flashlight ability numerous connectors for a lot of phones']}"
A3NQLKUNEG474M,B00DCIZJ5S,Julie Simek,"[0, 0]","I totally love this case, it makes my phone look slim and it feels great too, and it is really easy to get the spin out.",5,CASE,1400025600,"05 14, 2014","{'user_prompt': 'I totally love this case, it makes my phone look slim and it feels great too, and it is really easy to get the spin out.', 'interpreted_input': ' I totally love this case, it makes my phone look slim and it feels great too, and it is really easy to get the spin out..', 'aspects': ['case', 'phone', 'spin', 'ease'], 'opinions': ['love', 'look slim', 'feel great', 'easy to get'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['love case', 'look slim phone', 'feel great spin', 'easy to get ease']}"
A390XPHE9J7DBO,B00KHV6TIE,AIMEE A TAYLOR,"[0, 0]",I love love this. I used it all over the house today. I let it charge long enough to be able to play with it. The sound was great. It was questionable when your phone volume is all the way up. So I turned it down on my phone and up on  speaker and it sounded great.,5,I cant get enough of this,1402617600,"06 13, 2014","{'user_prompt': 'I love love this. I used it all over the house today. I let it charge long enough to be able to play with it. The sound was great. It was questionable when your phone volume is all the way up. So I turned it down on my phone and up on  speaker and it sounded great.', 'interpreted_input': ' I love love this. I used it all over the house today. I let it charge long enough to be able to play with it. The sound was great. It was questionable when your phone volume is all the way up. So I turned it down on my phone and up on  speaker and it sounded great..', 'aspects': ['love this', 'all over the house', 'sound', 'phone volume', 'speaker'], 'opinions': ['love', 'all over the house', 'great', 'up', 'up'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['love love this', 'all over the house all over the house', 'great sound', 'up phone volume', 'up speaker']}"
